msa_sentence,dialect_sentence,split,dialect,region
ثم نزل يسوع من منطقة الجبال، وتبعه كثيرون.,وملي نزل يسوع من الجبل، تبعوه بزاف د الجماعات ديال الناس.,train,Morocco,MGR
ولكن سيأتي الوقت الذي سيؤخذ فيه العريس منهم، فحينئذ سيصومون.,ولكن غادي يجي الوقت اللي غيتخاد فيه العريس من بيناتهم، وفداك النهار غيصومو.,train,Morocco,MGR
ولما عبروا البحيرة، وصلوا إلى منطقة جنيسارت.,وملي قطع يسوع وتلامده للجهة لخرى د البحر، وصلو لبلاد جنيسارت.,train,Morocco,MGR
وقال لهم يسوع: «احذروا واحترسوا من خميرة الفريسيين والصدوقيين.»,وݣال ليهم يسوع: «ردو البال، حضيو راسكم من خميرة الفريسيين والصدوقيين!». لوقا,train,Morocco,MGR
وبينما كان يمشي على شاطئ بحيرة الجليل، رأى سمعان وأخاه أندراوس يلقيان الشبكة في البحيرة، فقد كانا صيادي سمك.,وملي كان يسوع كيتمشى فجنب البحر اللي سميته بحر الجليل، شاف سمعان وخوه أندراوس كيرميو الشبكة فالبحر، علاحقاش كانو صيادا د الحوت.,train,Morocco,MGR
فحزن الملك، لكنه أمر بتلبية طلبها بسبب قسمه، واحتراما لضيوفه.,وحزن الملك، ولكن على قبل الحلوف اللي حلف والناس اللي حاضرين آمر باش يتعطى ليها داكشي اللي بغات.,train,Morocco,MGR
فقال له يسوع: «الحق أقول لك، في هذه الليلة، وقبل أن يصيح الديك، ستنكرني ثلاث مرات.»,وݣال ليه يسوع: «نݣول ليك الحق: راه فهاد الليلة وقبل ما يصيح الفروج، غتنكرني تلاتة د المرات».,train,Morocco,MGR
فقيدوه واقتادوه وسلموه إلى الوالي بيلاطس. يهوذا يقتل نفسه,وهم يكتفوه وداوه سلموه للحاكم بيلاطس. يهودا الإسخريوطي كيشنق راسه,train,Morocco,MGR
فأجابهم يسوع: «عند مغيب الشمس تقولون: ‹سيكون الطقس جميلا، لأن السماء محمرة.›,ولكن هو جاوبهم وݣال: «ملي كتغرب الشمس كتݣولو: الجو غيكون صافي، علاحقاش السما حمرا.,train,Morocco,MGR
ففعل التلاميذ كما أخبرهم يسوع، وأعدوا عشاء الفصح.,ودارو التلامد كيف وصاهم يسوع ووجدو عشا عيد الفصح.,train,Morocco,MGR
يوحنا المعمدان,الفصل اللول يوحنا المعمدان كيوجد الطريق ليسوع,train,Morocco,MGR
كثيرون سيقولون لي في ذلك اليوم الأخير: ‹يا رب، يا رب، ألم نتنبأ باسمك؟ ألم نطرد الأرواح الشريرة باسمك؟ ألم نعمل عجائب كثيرة باسمك؟›,فداك النهار، بزاف اللي غادي يݣولو لي: آ سيدي، آ سيدي! واش ماشي بإسمك تنبأنا؟ وبإسمك خرجنا الجنون؟ وبإسمك درنا معجزات كتار؟,train,Morocco,MGR
يسوع يرسل تلاميذه,الفصل العاشر يسوع كيصيفط تلامده الطناش,train,Morocco,MGR
ولا تدعوا الناس ينادوكم ‹يا سيدي،› لأن لكم سيدا واحدا هو المسيح.,وما تخليو حد يعيط عليكم: آ المعلم، حيت عندكم معلم واحد هو المسيح.,train,Morocco,MGR
فأجابه الضابط: «يا سيد، أنا لا أستحق أن تدخل بيتي، ما عليك إلا أن تقول كلمة فيشفى خادمي.,وجاوبه القايد د العسكر: «أنا ما نستاهلش آ سيدي تدخل تحت سقف داري، ولكن ݣول غير كلمة وحدة والخدام ديالي غيتشافى.,train,Morocco,MGR
وكل من ترك بيوتا أو إخوة أو أخوات أو أبا أو أما أو أبناءا أو حقولا منء أجلي، فإنه سينال مئة ضعف، وسيرث الحياة الآتية مع الله إلى الأبد.»,وكل من سمح فديوره، ولا خوته، ولا خواتاته، ولا باه، ولا مه، ولا ولاده، ولا الأراضي دياله على قبل الإسم ديالي، راه غادي يترد ليه داكشي اللي سمح فيه على مية مرة وغيورت الحياة الدايمة عند الله.,train,Morocco,MGR
وجاء رجل إلى يسوع وسأله: «يا معلم، ما هو العمل الصالح الذي ينبغي أن أعمله حتى أنال الحياة الأبدية؟»,وجا عنده واحد الشاب وݣال ليه: «آ المعلم، آش من عمل مزيان نقدر ندير باش تكون عندي الحياة الدايمة؟».,train,Morocco,MGR
يسوع يطهر أبرص,الفصل التامن يسوع كيشافي راجل مجدام,train,Morocco,MGR
فقال له يسوع: «يا صديق، اعمل ما جئت لأجله.» حينئذ اقتربوا وأمسكوا بيسوع وقبضوا عليه.,وهو يݣول ليه يسوع: «علاش جيتي آ صاحبي!». وهم يقربو لعند يسوع وشدوه.,train,Morocco,MGR
أما الضابط الروماني،  #ضابط روماني.  54:27  حرفيا «قائد مئة.»  والحراس الذين كانوا يحرسون جسد يسوع، فلما رأوا الزلزلة والأحداث الأخرى، ارتعبوا جدا وقالوا: «كان هذا حقا ابن الله!»,وملي القايد د العسكر والعساسا اللي كيعسو معاه على يسوع، شافو الزلزال وݣاع داكشي اللي جرا، تخلعو بزاف وݣالو: «فالحقيقة هاد الراجل كان ولد الله».,train,Morocco,MGR
بعد ذلك، اقتاده الذين قبضوا عليه إلى بيت قيافا رئيس الكهنة، حيث اجتمع معلمو الشريعة والشيوخ.,ولكن هادوك اللي شدو يسوع، داوه لعند قيافا رئيس رجال الدين فين كانو مجموعين العلما د الشرع والشيوخ.,train,Morocco,MGR
حينئذ صرف يسوع الجموع، ودخل إلى البيت. فتقدم إليه تلاميذه وقالوا: «اشرح لنا مثل الأعشاب الضارة في الحقل.»,وديك الساعة خلا يسوع الجماعات ديال الناس ورجع للدار، وهم يجيو لعنده تلامده وݣالو ليه: «فسر لينا المتال ديال الزوان اللي فالفدان!».,train,Morocco,MGR
وقال يسوع: «احذروا من أن تستخفوا بأحد تلاميذي البسطاء. لأني أخبركم أن الملائكة الموكلة بحمايتهم يرون وجه أبي الذي في السماء دائما.,عنداكم تحݣرو شي واحد من هاد الصغار، حيت نݣول ليكم: راه الملايكة ديالهم فالسماوات ديما مع با اللي فالسماوات».  [,train,Morocco,MGR
ففرحوا فرحا عظيما عندما رأوا النجم.,وغير شافو النجمة، فرحو بزاف.,train,Morocco,MGR
وكان بعض الناس يراقبونه عن قرب، ليروا إن كان سيشفيه، ليجدوا سببا لاتهامه.,وبقاو الفريسيين حاضيين يسوع باش يشوفو واش غادي يشافيه نهار السبت، ويلقاو عليه شي تهمة.,train,Morocco,MGR
وإن طلب منك أحد شيئا، فأعطه إياه. ولا ترفض إقراض من يطلب الاقتراض منك. محبة الجميع,واللي طلب منك شي حاجة عطيها ليه، واللي بغا يتسلف منك ما تردوش خاوي». بغيو عديانكم,train,Morocco,MGR
حتى إنه وعد وأقسم بأن يعطيها ما تطلبه مهما كان.,وهادشي علاش حلف حتى يعطيها داكشي اللي طلبات.,train,Morocco,MGR
ألم تقرأوا أيضا في شريعة موسى كيف أن الكهنة في يوم السبت لا يحفظون الشريعة المتعلقة بالسبت؟ ومع هذا لا يحاسبون على عملهم هذا،,واش ما قريتوش فالتوراة بلي رجال الدين وهم كيخدمو فبيت الله نهار السبت، كيتعداو على السبت، وواخا داكشي ما عليهم لوم؟,train,Morocco,MGR
«ولكنه رفض ذلك، بل أخذه وألقاه إلى السجن حتى يدفع كل دينه.,ولكن ما بغاش، وداه ورماه فالحبس حتى يرد الدين اللي عليه.,train,Morocco,MGR
قادة اليهود يمتحنون يسوع,الفصل سطاش علامات الزمان,train,Morocco,MGR
أما بطرس فقد أخذ يسوع جانبا وابتدأ يوبخه ويقول: «لا سمح الله بذلك يا سيد! لن يحدث لك هذا أبدا!»,وجره بطرس للجنب وبدا كيخاصم عليه وكيݣول: «حاشا آ سيدي باش يطرا ليك هادشي!»،,train,Morocco,MGR
لكني أقول لكم إن هناك ما هو أعظم من الهيكل هنا.,ولكن أنا نݣول ليكم: راه كاين هنا اللي هو كبر من بيت الله.,train,Morocco,MGR
حينئذ جاء إليه التلاميذ وقالوا: «أتعلم أن الفريسيين انزعجوا عندما سمعوا كلامك؟»,ومن بعد جاو عنده التلامد وݣالو ليه: «واش عرفتي بلي الفريسيين تقلقو ملي سمعو كلامك؟».,train,Morocco,MGR
واختار يسوع اثني عشر رجلا وسماهم رسلا، ليكونوا معه، ولكي يرسلهم إلى أماكن مختلفة،,وختار طناشر واحد اللي سماهم رسل، باش يكونو معاه ويصيفطهم باش يخبرو بالبشارة،,train,Morocco,MGR
ومن يعطي ولو كأس ماء بارد لأحد تلاميذي المتواضعين، لأنه تلميذي، فالحق أقول لكم إنه لن يحرم من مكافأته.»,كل من كيعطي لواحد من هاد الصغار واخا غير كاس د الما بارد علاحقاش هو تلميد ديالي، نݣول ليكم الحق، راه ما غيضيعش فالأجر دياله».,train,Morocco,MGR
