msa_sentence,dialect_sentence,dialect,region,split
أتمنى من الله أن يكون مستمع لى يا مونى,يارب يكون يسمع فيا يا موني,Tunis,MGR,train
السلام عليكم هذه اول مرة اشارك فى شىء و لكن اشعر بانه لا يوجد اى شخص فى الدنيا,السلام عليكم على فكرة هذي اول مرة نشارك في المناقشة اما نحس اللي ما فما حد في العالم الكل,Tunis,MGR,train
إنك كتبت لي في «c-box»  صندوق السى وأنا لم اجب.,انك كتبتلي في«c-box» انا ما جوبتش,Tunis,MGR,train
اى فعل سياسى و اى قرار من اللازم ان نسال عن جدواه و من الازم طوال الوقت نراجع السؤال و نرى الاجابه هل مازالت قائمه ام لا,أي فعل سياسي، أي قرار لازم نسأل شنوا المنفعة منو ونراجع السؤال ونشوف الإجابة مازالت موجودة ولا لا,Tunis,MGR,train
و لكن أنتى تغفلى بريدك الألكترونى كثيراً,بالحق انت تنسى المايل متاعك برشا,Tunis,MGR,train
ثم انا سأُخطف ؟؟؟,و برا عادا ياخي باش يخطفوني ولا باش يخطفوني,Tunis,MGR,train
من الممكن أن يموت فيها لانه يبدو انه بخيل,يمكن يموت فيها على خاطر ظاهر فيه مشحاح,Tunis,MGR,train
لن  تستطيع . يا لحظك  .  من  اليوم  يستطيع ان  يحدثك بي.... احلى مصريه  بنت,ماتنجمش ملا زهر وبخت شكون كيفك مع بنية مصرية موش نورمال,Tunis,MGR,train
بكل صراحه انه يذكرنى بالاسطوره البرازيلى بيليه,بصراحة إفكرني ببيلي الاسطورة البرازيلي,Tunis,MGR,train
لا اعرف لماذا هذا الشاب هايد بارك العرب يبالغ اين العدل ايها الظالم,انا مانيش عارف هالراجل هايد بارك العرب علاش مكثرلها حرام عليك يا ظالم ههه,Tunis,MGR,train
إنت سوف تدخل الجنة وأنا سوف أدخل النار وسوف تفعل كل الحرام الذى أفعله,انت باش تدخل الجنة وانا باش ندخل النار و باش تعمل الحرام الكل اللي انا نعمل فيه,Tunis,MGR,train
اين  ذهب  الهواء...؟؟؟؟ّ,الهواء وين ماشى,Tunis,MGR,train
والحمد لله  لدينا علاء الذى يجئ فى كل مشاركة .,و الحمد لله عندنا علاء اللي يجبلنا في كل مشاركة,Tunis,MGR,train
حتي لا يخسرك بسبب ذلك,باش ما يخسركش بسبب ذلك,Tunis,MGR,train
نحن الشعب الوحيد الذى يتكلم عن فلسطين و يدافع عنها,تي احنا الشعب الوحيد اللي يتكلم على فلسطين و يدافع عليها,Tunis,MGR,train
أما بالنسبة لإجابتك يا هدير فأنتى من المؤكد أنك مخطئة أنا الحمد لله لم أجربه فى حياتى أنتى من المؤكد أنك نسيتى أننى الثالث على الدفعة,أما بالنسبة لردك يا هدير فأنتي أكيد غالطة أنا الحمد لله عمري مجربتو انتي ظاهر فيك نسيت الي انا الثالت في البرومو,Tunis,MGR,train
أنا كبنت أول شىء سأفكر فيه أنى أظل بعيدة عنها,انا كبنية اول حاجة نخمم فيهااني نبعد عليها,Tunis,MGR,train
هل ممكن ان اثق بك ؟,نجم نثق فيك ؟,Tunis,MGR,train
ثم سأل طالبا آخر مامعنى كلمة سلسبيل ؟,وبعد سأ ل طالب واح اخر شمعناها كلمة سلسبيل؟,Tunis,MGR,train
فيلم لم يحدث,فيلم موش نورمال,Tunis,MGR,train
ستصل لى حتى وان علقت نفسى فى السقف ..,باش توصلي حتى كان علقت روحي في السقف,Tunis,MGR,train
سلام,سلام,Tunis,MGR,train
لا لن انتهى من ذلك .  اتمنى فعلا ان اقابله او حضور احدى ندواته ويتثنى لى الحديث معه  .,مانيش باش نكمل برسمي أنا نتمنى نحضر معاه حصة ولا ندوة باش نكلمو,Tunis,MGR,train
اريد  ان  ابدى اعجابى بالمدونة وبالاخص اسطره الاولى .,وحتى السطر في أول المدونة حلو برشا,Tunis,MGR,train
نقوم بتشغيل أغنية بنحبك يا حمار,نحطولوا غناية بنحبك يا حمار,Tunis,MGR,train
وليس يعرف أن هذا النهار المحلات ستكون مغلقة,و ما يعرفش اللي اليوم الحوانت مسكرين,Tunis,MGR,train
على كل حال  صدقينى انا احب الحيوانات كثيرا جداا جداا,على كل حال صدقيني انا نحب الحيوانات برشا,Tunis,MGR,train
لكن فى بعض الأوقات نرى الذى أمامنا حسب ما نريد خلال الفترة التى تفكر فيها ولا تجد,اماساعات واحد يرا اللي قدامو كيفما هو يحب يراه في الفترة اللي باش تخمم فيها ما لقيتش,Tunis,MGR,train
لكن لا يمتد بيننا إلى درجة الخروج عن المسموح,اما مانوصلوش نخرجوا على الخط,Tunis,MGR,train
و بخصوص كلامك عن الاولاد الذين يسقطون بنطالهم و يظهرون غيارهم الداخلى انا شخصيا ضد المنظر,أما لولاد إلي مطيحين سراولهم و بكسراتهم ظاهرين أنا المنظر هذا مايعجبنش,Tunis,MGR,train
لكن  ابدا لم انساه,عمري ما نسيتو,Tunis,MGR,train
و أيضاً فى مصر هناك العديد من الشيوخ و أئمة المساجد و الأطباء و المهندسين و ناس اخرى على خلق كبير,و زادة في مصر فما شيوخ وائمة الجوامع و دكاترة و مهندسين و ناس اخلاقها عالية برشا,Tunis,MGR,train
و لكنه طبيعى و كفى فضائح,اما الوضع عادي يزي من الفضايح,Tunis,MGR,train
و لكن فى هذه الحاله و هى القياده سيكون الحمل كبير جداا,اما في الحالة هاذي شكون أدمين لحكاية صعيبة عليه برشا,Tunis,MGR,train
كيف لك ان تفكر فى الحرية او الديمقراطية .,انت كيفاش تخمم في حاجة اسمها حرية ولا ديمقراطية,Tunis,MGR,train
فى النهاية أنت تستحق أكثر من هذا بكثير,و في النهاية انت تستحق اكثر من هكا ببرشا,Tunis,MGR,train
الذى لا أفهمه أن يكون معك زميلك فى العمل و مدير,انا مافهمتش يبدى معاك زميلك في الخدمة و فما مدير,Tunis,MGR,train
انا  احب  الناس جميعا  .لكن ان يدخل  احد قلبى  انا  لا احبذ  ذلك . اريد الله  سبحانه  وتعالى  فقط  ان  يسكن  قلبى .,انا نحب الناس الكل اما مانحبش حتى حد يدخل قلبي كان ربي سبحانه وتعالى و اكهو,Tunis,MGR,train
و رفع صوته قليلا قدامك شجره و لم يجيب عليه,علي صوتك شوية قدامك شجرة باش نجم نرجع عليك,Tunis,MGR,train
و يعمل جيداً و الحصول على الاموال و أحلامى بعد الجواز الحصول سيارة,و خدام و نربح برشا فلوس و حلمي بعد العرس نشري كرهبة,Tunis,MGR,train
كان يوجد افكار اشتراكيه ومقالات حديثة لم يعجبوا بها,كان فيها افكار اشتراكيه ومقالات عصريه ماكاتش تعجبهم,Tunis,MGR,train
أعجبتك ، نحن فى مصر اى عريس يتقدم لعروسة يجب عليه السؤال عنها,عجبتك احنا عنا في مصر اي عريس لازم يسأل على العروسة قبل ما يتقدملها,Tunis,MGR,train
وأجعله يشعر أننى سأعطى له أكثر وأقوم وأضع يدى فى جيبه,و حسيت باش يعطيه ياخي حطيت يدي في جيبي,Tunis,MGR,train
اثنين سكارى جالسين على القهوة فواحد قال للثانى,مرة زوز مهابل قاعدين في القهوة واحد يقول للاخر,Tunis,MGR,train
يوجد بها معلومات جديده اما الموضوعات العاديه لانى لا اريد ان اقول على موضوع انه ليس جميلا,فما معلومات جديدة أما المواضيع عادية ومانحبش نقول حاجة موش باهية,Tunis,MGR,train
و معتقدين ان الغرب هو الاشياء الاباحية فقط و لكن أنظروا الى علم الكيمياء,وفاكرين الغرب بورنو بس ينظر عالم الكيمياء,Tunis,MGR,train
لم ينساها فى عمره لحظة,عمرو ما نساها لحظة,Tunis,MGR,train
أين هو اتحاد إهانة مصر والمصريين؟,وين الاتحاد من شباب مصر والمصريين,Tunis,MGR,train
هؤلاء الاشخاص يفهمون و لكن انت تعرف اذا الاولمبياد كان فى الهند لكان من الممكن ان اصدق انهم يفعلون هذا الشعار,الناس هذوما ما يفهموش اما انت تعرف كان الالمبيادهاذي في الهنديمكن كنت نصدق اللي الشعار يعملوه هكا,Tunis,MGR,train
هذا لأنه يخدع العديد من الاشخاص,هذا على خاطرو يخدع في برشا ناس,Tunis,MGR,train
رجل بخيل جداً قال لأولاده يا أولاد من يريد ان يتعشى,واحد مشحاح برشا قال لولاده لولاد شكون يحب يتعشى,Tunis,MGR,train
اشكرك استاذ جمال واتمنى الا تبتعد مرة اخرى  عن الكتابه.,نشكرك أستاذ جمال أما نتمنى ماتغيبش مرة أخرى على كتابة,Tunis,MGR,train
لقد علمت  الحلزونه عن طريق مصطفى كنت اتحدث معه فى موضوع كره القدم البرتغاليه و قد دعانى مصطفى و اسلام كى اشترك فيها,انا عرفت الحلزونة من مصطفى وقت إلي كلمتو مرة في الكرة في البرتغال هو و اسلام ستدعاوني باش نشارك فيها,Tunis,MGR,train
الكلمات التى تكتبها جميلة جداً,الكلمات و التخربيش اللي كتبتهم يهبلوا حلوين برشا,Tunis,MGR,train
من بينهم مالك محل المنظفات الكبير لدينا,منهم مولا حانوت التنظيف الكبيراللي عندنا,Tunis,MGR,train
و انا معكم تماما فى هذا الموضوع,وأنا والله موافقكم في الموضوع هذا,Tunis,MGR,train
